author,studyID,treatment,responders,sampleSize,age,child,young,adult,elder,(female=1),ethnic(asian),asian,middle-east,hispanic,white,black,condition(not-at-risk),not-at-risk,chronic-dis,immuno,variant(wildtype),alpha,beta,gamma,delta,omicron,subgroup,ROB(low),moderate,critical,outcome,vac_product,study.type,study
"Skowronski, 2021b",298,unvaccinated,5258,40616,50-69yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,UNVAC,CC,"Skowronski, 2021b-298"
"Skowronski, 2021b",301,unvaccinated,547,40616,50-69yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,hosp,UNVAC,CC,"Skowronski, 2021b-301"
"Tartof, 2021",305,unvaccinated,11,572547,12-15yr,0,1,0,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2021-305"
"Tartof, 2021",307,unvaccinated,560,572547,16-44yr,0,0,1,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2021-307"
"Tartof, 2021",309,unvaccinated,1241,572547,65,0,0,0,1,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2021-309"
"Tartof, 2021",310,unvaccinated,1020,572547,45-64yr,0,0,1,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2021-310"
"Tartof, 2021",312,unvaccinated,2106,572547,12-15yr,0,1,0,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2021-312"
"Tartof, 2021",314,unvaccinated,4320,572547,65,0,0,0,1,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2021-314"
"Tartof, 2021",315,unvaccinated,1241,572547,65,0,0,0,1,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2021-315"
"Tartof, 2021",316,unvaccinated,12981,572547,45-64yr,0,0,1,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2021-316"
"Tartof, 2021",317,unvaccinated,4320,572547,65,0,0,0,1,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2021-317"
"Tartof, 2021",318,unvaccinated,20664,572547,16-44yr,0,0,1,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2021-318"
"Tartof, 2021",319,unvaccinated,12981,572547,45-64yr,0,0,1,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2021-319"
"Tartof, 2021",320,unvaccinated,20664,572547,16-44yr,0,0,1,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2021-320"
"Tartof, 2021",321,unvaccinated,994,2290189,12,1,1,0,0,all,US,0,0,0,1,0,NA,1,0,0,delta,0,0,0,1,0,,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2021-321"
"Tartof, 2021",323,unvaccinated,92,2290189,12,1,1,0,0,all,US,0,0,0,1,0,NA,1,0,0,delta,0,0,0,1,0,,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2021-323"
"Thompson, 2022",325,unvaccinated,14272,37400,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,,NA,NA,NA,hosp,UNVAC,CC,"Thompson, 2022-325"
"Thompson, 2022",327,unvaccinated,174,460,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,,NA,NA,NA,hosp,UNVAC,CC,"Thompson, 2022-327"
"Wickert, 2021",340,unvaccinated,112,628,17-26yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,UNVAC,PC,"Wickert, 2021-340"
"Tartof, 2022",341,unvaccinated,166671,1254548,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2022-341"
"Tartof, 2022",342,unvaccinated,148151,1068390,18-64,0,0,1,0,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2022-342"
"Tartof, 2022",343,unvaccinated,18520,186158,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2022-343"
"Tartof, 2022",344,unvaccinated,5724,68547,>=75,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2022-344"
"Tartof, 2022",345,unvaccinated,4169,28151,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,immunocompromised,0,0,1,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2022-345"
"Tartof, 2022",346,unvaccinated,162502,1226398,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,non-immunocompromised,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,RC,"Tartof, 2022-346"
"Tartof, 2022",347,unvaccinated,13910,1315744,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2022-347"
"Tartof, 2022",348,unvaccinated,8291,1125783,18-64,0,0,1,0,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2022-348"
"Tartof, 2022",349,unvaccinated,5619,189962,>=65,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2022-349"
"Tartof, 2022",350,unvaccinated,2812,69427,>=75,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2022-350"
"Tartof, 2022",351,unvaccinated,998,29276,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,immunocompromised,0,0,1,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2022-351"
"Tartof, 2022",352,unvaccinated,12912,1286468,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,non-immunocompromised,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,UNVAC,RC,"Tartof, 2022-352"
"Cerqueira-Silva, 2022a",353,unvaccinated,2661562,5529996,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,UNVAC,CC,"Cerqueira-Silva, 2022a-353"
"Cerqueira-Silva, 2022a",354,unvaccinated,2381281,5064383,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,CC,"Cerqueira-Silva, 2022a-354"
"Cerqueira-Silva, 2022a",355,unvaccinated,259065,428949,60-79yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,CC,"Cerqueira-Silva, 2022a-355"
"Cerqueira-Silva, 2022a",356,unvaccinated,21216,36664,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,UNVAC,CC,"Cerqueira-Silva, 2022a-356"
"Cerqueira-Silva, 2022a",357,unvaccinated,343414,3211848,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,hosp/death,UNVAC,CC,"Cerqueira-Silva, 2022a-357"
"Cerqueira-Silva, 2022a",358,unvaccinated,233944,2917046,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp/death,UNVAC,CC,"Cerqueira-Silva, 2022a-358"
"Cerqueira-Silva, 2022a",359,unvaccinated,96038,265922,60-79yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp/death,UNVAC,CC,"Cerqueira-Silva, 2022a-359"
"Cerqueira-Silva, 2022a",360,unvaccinated,13432,28880,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp/death,UNVAC,CC,"Cerqueira-Silva, 2022a-360"
"Cerqueira-Silva, 2021",361,unvaccinated,14566,97856,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,symp,UNVAC,CC,"Cerqueira-Silva, 2021-361"
"Cerqueira-Silva, 2021",362,unvaccinated,1011,6107,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,severe,UNVAC,CC,"Cerqueira-Silva, 2021-362"
"Cerqueira-Silva, 2022b",363,unvaccinated,130302,1662565,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,symp,UNVAC,RC,"Cerqueira-Silva, 2022b-363"
"Cerqueira-Silva, 2022b",364,unvaccinated,68126,855542,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,symp,UNVAC,RC,"Cerqueira-Silva, 2022b-364"
"Cerqueira-Silva, 2022b",365,unvaccinated,22449,1664388,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,hosp,UNVAC,RC,"Cerqueira-Silva, 2022b-365"
"Cerqueira-Silva, 2022b",366,unvaccinated,16289,856418,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,hosp,UNVAC,RC,"Cerqueira-Silva, 2022b-366"
"Cerqueira-Silva, 2022b",367,unvaccinated,7037,1664670,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,death,UNVAC,RC,"Cerqueira-Silva, 2022b-367"
"Cerqueira-Silva, 2022b",368,unvaccinated,7852,856563,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,death,UNVAC,RC,"Cerqueira-Silva, 2022b-368"
"Desai, 2022",369,unvaccinated,555,1002,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,,NA,NA,NA,symp,UNVAC,CC,"Desai, 2022-369"
"Desai, 2022",370,unvaccinated,271,472,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,subgroup,NA,NA,NA,symp,UNVAC,CC,"Desai, 2022-370"
"Desai, 2022",371,unvaccinated,284,530,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,subgroup,NA,NA,NA,symp,UNVAC,CC,"Desai, 2022-371"
"Al, 2021",3,unvaccinated,95,12737,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,symp,placebo,RCT,"Al, 2021-3"
"Al, 2021",4,unvaccinated,2,12737,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,severe,placebo,RCT,"Al, 2021-4"
"Al, 2021",5,unvaccinated,116,12722,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,placebo,RCT,"Al, 2021-5"
"Ali, 2021",6,unvaccinated,7,1243,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,placebo,RCT,"Ali, 2021-6"
"Baden, 2021",15,unvaccinated,185,14073,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,doc-infect,placebo,RCT,"Baden, 2021-15"
"Baden, 2021",16,unvaccinated,156,10521,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Baden, 2021-16"
"Baden, 2021",17,unvaccinated,29,3552,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Baden, 2021-17"
"Baden, 2021",18,unvaccinated,121,8403,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Baden, 2021-18"
"Baden, 2021",19,unvaccinated,35,2118,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Baden, 2021-19"
"Baden, 2021",20,unvaccinated,29,3552,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Baden, 2021-20"
"Baden, 2021",21,unvaccinated,87,7462,18-,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Baden, 2021-21"
"Baden, 2021",22,unvaccinated,98,6611,18-,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Baden, 2021-22"
"Baden, 2021",23,unvaccinated,43,3167,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Baden, 2021-23"
"Baden, 2021",24,unvaccinated,142,10906,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Baden, 2021-24"
"Baden, 2021",25,unvaccinated,144,8916,18-,NA,NA,NA,NA,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Baden, 2021-25"
"Baden, 2021",26,unvaccinated,41,5132,18-,NA,NA,NA,NA,all,colored,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Baden, 2021-26"
"Dunkle, 2022",91,unvaccinated,141,385,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-91"
"Dunkle, 2022",92,unvaccinated,69,323,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-92"
"Dunkle, 2022",93,unvaccinated,69,9144,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-93"
"Dunkle, 2022",94,unvaccinated,61,7194,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-94"
"Dunkle, 2022",95,unvaccinated,23,4131,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-95"
"Dunkle, 2022",96,unvaccinated,40,4009,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-96"
"Dunkle, 2022",97,unvaccinated,48,6184,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-97"
"Dunkle, 2022",98,unvaccinated,7,905,all,all,all,all,all,all,black,0,0,0,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-98"
"Dunkle, 2022",99,unvaccinated,14,1911,all,all,all,all,all,all,non-white,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-99"
"Dunkle, 2022",100,unvaccinated,11,1751,all,all,all,all,all,all,hispanic,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-100"
"Dunkle, 2022",101,unvaccinated,52,6379,all,all,all,all,all,all,non-hispanic,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-101"
"Dunkle, 2022",102,unvaccinated,62,7638,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-102"
"Dunkle, 2022",103,unvaccinated,34,3910,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-103"
"Dunkle, 2022",104,unvaccinated,29,4230,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-104"
"Dunkle, 2022",105,unvaccinated,62,7737,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,high-risk,0,1,1,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Dunkle, 2022-105"
"Ella, 2021",106,unvaccinated,106,8502,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,symp,placebo,RCT,"Ella, 2021-106"
"Ella, 2021",107,unvaccinated,15,8502,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,severe,placebo,RCT,"Ella, 2021-107"
"Ella, 2021",108,unvaccinated,90,7537,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Ella, 2021-108"
"Ella, 2021",109,unvaccinated,16,965,=60yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Ella, 2021-109"
"Ella, 2021",110,unvaccinated,37,2518,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Ella, 2021-110"
"Ella, 2021",111,unvaccinated,61,8502,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,all,all,all,all,all,all,overall,NA,NA,NA,doc-infect,placebo,RCT,"Ella, 2021-111"
"Ella, 2021",112,unvaccinated,37,8502,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Ella, 2021-112"
"Ella, 2021",113,unvaccinated,10,8502,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,kappa,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Ella, 2021-113"
"Ella, 2021",114,unvaccinated,11,8502,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,other,all,all,all,all,all,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Ella, 2021-114"
"Ella, 2021",115,unvaccinated,3,8502,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Ella, 2021-115"
"Falsey, 2021",116,unvaccinated,116,6738,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-116"
"Falsey, 2021",117,unvaccinated,14,1812,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-117"
"Falsey, 2021",118,unvaccinated,12,706,all,all,all,all,all,all,black,0,0,0,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-118"
"Falsey, 2021",119,unvaccinated,99,6755,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-119"
"Falsey, 2021",120,unvaccinated,9,373,all,all,all,all,all,all,american indian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-120"
"Falsey, 2021",121,unvaccinated,10,716,all,all,all,all,all,all,other,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-121"
"Falsey, 2021",122,unvaccinated,30,2064,all,all,all,all,all,all,hispanic,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-122"
"Falsey, 2021",123,unvaccinated,98,6370,all,all,all,all,all,all,non-hispanic,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-123"
"Falsey, 2021",124,unvaccinated,84,4829,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-124"
"Falsey, 2021",125,unvaccinated,46,3721,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-125"
"Falsey, 2021",126,unvaccinated,130,8550253,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-126"
"Falsey, 2021",127,unvaccinated,119,672,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-127"
"Falsey, 2021",128,unvaccinated,2,435,all,all,all,all,all,all,Chile,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-128"
"Falsey, 2021",129,unvaccinated,9,5105,all,all,all,all,all,all,Peru,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-129"
"Falsey, 2021",130,unvaccinated,82,3444,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-130"
"Falsey, 2021",131,unvaccinated,48,9031,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Falsey, 2021-131"
"Falsey, 2021",132,unvaccinated,8,8550,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,severe,placebo,RCT,"Falsey, 2021-132"
"Falsey, 2021",133,unvaccinated,9,8550,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,emergency,placebo,RCT,"Falsey, 2021-133"
"Falsey, 2021",134,unvaccinated,8,8550,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,hosp,placebo,RCT,"Falsey, 2021-134"
"Falsey, 2021",135,unvaccinated,1,8550,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,ICU,placebo,RCT,"Falsey, 2021-135"
"Frenck, 2021",140,unvaccinated,16,978,12-15yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,placebo,RCT,"Frenck, 2021-140"
"Heath, 2021",159,unvaccinated,96,7019,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,symp,placebo,RCT,"Heath, 2021-159"
